@relation avro_trainingSet2.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
304,93,23.25,40,32,8.0,14,125,31.25,53,61,15.25,27,4,1,1,YES
117,11,3.6666666666666665,6,11,3.6666666666666665,8,22,7.333333333333333,14,6,2.0,3,3,2,1,YES
65,30,4.285714285714286,16,32,4.571428571428571,18,62,8.857142857142858,22,34,4.857142857142857,14,7,3,1,YES
113,34,8.5,18,5,1.25,3,39,9.75,20,29,7.25,16,4,0,1,NO
128,7,2.3333333333333335,5,2,0.6666666666666666,1,9,3.0,6,5,1.6666666666666667,4,3,0,1,NO
105,3,3.0,3,2,2.0,2,5,5.0,5,1,1.0,1,1,0,1,NO
28,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
287,23,5.75,12,4,1.0,1,27,6.75,13,19,4.75,11,4,0,1,NO
70,77,38.5,67,6,3.0,6,83,41.5,67,71,35.5,67,2,0,1,NO
47,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
35,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
40,2,1.0,1,1,0.5,1,3,1.5,2,1,0.5,1,2,0,1,NO
28,1,1.0,1,0,0.0,0,1,1.0,1,1,1.0,1,1,0,1,NO
27,3,1.5,2,3,1.5,3,6,3.0,5,2,1.0,1,2,0,1,NO
71,13,6.5,12,5,2.5,5,18,9.0,17,8,4.0,7,2,0,1,NO
80,36,7.2,13,11,2.2,7,47,9.4,15,25,5.0,13,5,1,1,YES
40,2,1.0,1,2,1.0,1,4,2.0,2,0,0.0,0,2,1,1,YES
87,12,6.0,8,5,2.5,3,17,8.5,11,7,3.5,5,2,0,1,NO
53,55,18.333333333333332,35,2,0.6666666666666666,1,57,19.0,35,53,17.666666666666668,35,3,1,1,YES
47,48,24.0,33,1,0.5,1,49,24.5,33,47,23.5,33,2,1,1,YES
85,85,85.0,85,0,0.0,0,85,85.0,85,85,85.0,85,1,1,1,YES
176,176,176.0,176,0,0.0,0,176,176.0,176,176,176.0,176,1,0,1,NO
139,2,2.0,2,1,1.0,1,3,3.0,3,1,1.0,1,1,0,1,NO
222,243,81.0,160,21,7.0,13,264,88.0,160,222,74.0,160,3,0,1,NO
141,4,4.0,4,4,4.0,4,8,8.0,8,0,0.0,0,1,0,1,NO
176,183,61.0,142,7,2.3333333333333335,4,190,63.333333333333336,142,176,58.666666666666664,142,3,1,1,YES
139,3,3.0,3,5,5.0,5,8,8.0,8,2,2.0,2,1,0,1,NO
192,15,7.5,9,15,7.5,9,30,15.0,18,0,0.0,0,2,0,1,NO
42,42,42.0,42,0,0.0,0,42,42.0,42,42,42.0,42,1,0,1,NO
39,2,2.0,2,2,2.0,2,4,4.0,4,0,0.0,0,1,0,1,NO
45,45,45.0,45,0,0.0,0,45,45.0,45,45,45.0,45,1,0,1,NO
167,8,4.0,7,8,4.0,7,16,8.0,14,0,0.0,0,2,0,1,NO
46,46,46.0,46,0,0.0,0,46,46.0,46,46,46.0,46,1,0,1,NO
155,127,31.75,71,27,6.75,17,154,38.5,88,100,25.0,54,4,1,1,YES
292,76,19.0,37,17,4.25,9,93,23.25,38,59,14.75,37,4,0,1,NO
78,10,10.0,10,10,10.0,10,20,20.0,20,0,0.0,0,1,0,1,NO
483,45,45.0,45,29,29.0,29,74,74.0,74,16,16.0,16,1,0,1,NO
163,163,163.0,163,0,0.0,0,163,163.0,163,163,163.0,163,1,1,1,YES
213,195,97.5,155,342,171.0,249,537,268.5,404,147,73.5,94,2,0,1,NO
120,120,60.0,103,0,0.0,0,120,60.0,103,120,60.0,103,2,0,1,NO
844,435,217.5,361,238,119.0,189,673,336.5,550,197,98.5,172,2,0,1,NO
