@relation bookkeeper_trainingSet2.arff

@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute LOC_ADDED_AVG numeric
@attribute LOC_ADDED_MAX numeric
@attribute LOC_REMOVED numeric
@attribute LOC_REMOVED_AVG numeric
@attribute LOC_REMOVED_MAX numeric
@attribute CHURN numeric
@attribute CHURN_AVG numeric
@attribute CHURN_MAX numeric
@attribute LOC_TOUCHED numeric
@attribute LOC_TOUCHED_AVG numeric
@attribute LOC_TOUCHED_MAX numeric
@attribute NUMBER_OF_REVISIONS numeric
@attribute NUMBER_OF_DEFECT_FIXES numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'YES', 'NO'}

@data
62,321957,321957.0,6504,90762,90762.0,6348,412719,412719.0,12852,284873,284873.0,6095,1,0,1,NO
130,322099,80524.75,6504,90774,22693.5,6348,412873,103218.25,12852,285003,71250.75,6095,4,0,2,YES
74,322180,161090.0,6504,90779,45389.5,6348,412959,206479.5,12852,285079,142539.5,6095,2,0,2,YES
83,322268,107422.66666666667,6504,90784,30261.333333333332,6348,413052,137684.0,12852,285162,95054.0,6095,3,0,2,NO
74,322348,322348.0,6504,90787,90787.0,6348,413135,413135.0,12852,285239,285239.0,6095,1,0,1,NO
48,322398,161199.0,6504,90789,45394.5,6348,413187,206593.5,12852,285287,142643.5,6095,2,0,2,NO
60,322459,161229.5,6504,90790,45395.0,6348,413249,206624.5,12852,285347,142673.5,6095,2,0,2,NO
70,322555,107518.33333333333,6504,90802,30267.333333333332,6348,413357,137785.66666666666,12852,285431,95143.66666666667,6095,3,0,2,NO
183,322775,80693.75,6504,90823,22705.75,6348,413598,103399.5,12852,285630,71407.5,6095,4,0,2,YES
53,323103,323103.0,6504,90926,90926.0,6348,414029,414029.0,12852,285869,285869.0,6095,1,0,1,NO
452,323575,80893.75,6504,90946,22736.5,6348,414521,103630.25,12852,286321,71580.25,6095,4,0,2,YES
39,324121,324121.0,6504,91107,91107.0,6348,415228,415228.0,12852,286758,286758.0,6095,1,0,1,NO
78,324247,162123.5,6504,91119,45559.5,6348,415366,207683.0,12852,286872,143436.0,6095,2,0,2,NO
64,324380,162190.0,6504,91138,45569.0,6348,415518,207759.0,12852,286986,143493.0,6095,2,0,2,YES
31,324732,162366.0,6504,91187,45593.5,6348,415919,207959.5,12852,287293,143646.5,6095,2,0,2,NO
57,324793,162396.5,6504,91191,45595.5,6348,415984,207992.0,12852,287350,143675.0,6095,2,0,2,NO
104,324904,162452.0,6504,91198,45599.0,6348,416102,208051.0,12852,287454,143727.0,6095,2,0,2,YES
32,324958,324958.0,6504,91201,91201.0,6348,416159,416159.0,12852,287505,287505.0,6095,1,0,1,YES
227,325238,108412.66666666667,6504,91254,30418.0,6348,416492,138830.66666666666,12852,287732,95910.66666666667,6095,3,0,2,NO
197,325446,81361.5,6504,91265,22816.25,6348,416711,104177.75,12852,287929,71982.25,6095,4,0,3,YES
75,326621,163310.5,6504,91315,45657.5,6348,417936,208968.0,12852,289054,144527.0,6095,2,0,2,YES
28,326681,326681.0,6504,91315,91315.0,6348,417996,417996.0,12852,289114,289114.0,6095,1,0,1,NO
52,326735,163367.5,6504,91317,45658.5,6348,418052,209026.0,12852,289166,144583.0,6095,2,0,2,YES
429,327737,109245.66666666667,6504,91414,30471.333333333332,6348,419151,139717.0,12852,290079,96693.0,6095,3,0,2,YES
103,327980,163990.0,6504,91637,45818.5,6348,419617,209808.5,12852,290315,145157.5,6095,2,0,2,NO
35,328015,328015.0,6504,91637,91637.0,6348,419652,419652.0,12852,290350,290350.0,6095,1,0,1,YES
98,328115,164057.5,6504,91639,45819.5,6348,419754,209877.0,12852,290448,145224.0,6095,2,0,2,NO
79,328209,109403.0,6504,91654,30551.333333333332,6348,419863,139954.33333333334,12852,290527,96842.33333333333,6095,3,0,2,NO
215,227,75.66666666666667,177,12,4.0,8,239,79.66666666666667,177,215,71.66666666666667,177,3,1,1,YES
271,642,321.0,260,125,62.5,23,767,383.5,260,529,264.5,260,2,0,1,NO
451,1235,247.0,425,264,52.8,55,1499,299.8,425,1011,202.2,425,5,0,3,NO
137,1586,396.5,425,444,111.0,94,2030,507.5,425,1190,297.5,425,0,0,0,NO
368,2258,1129.0,425,747,373.5,171,3005,1502.5,465,1587,793.5,425,2,0,2,NO
764,17371,868.55,545,3071,153.55,411,20442,1022.1,545,16416,820.8,545,20,9,3,YES
51,20508,10254.0,545,6862,3431.0,1631,27370,13685.0,1688,20478,10239.0,1574,2,0,2,NO
150,20738,10369.0,545,6897,3448.5,1631,27635,13817.5,1688,20673,10336.5,1574,2,1,2,YES
31,22953,11476.5,1665,7508,3754.0,1631,30461,15230.5,1688,23203,11601.5,1665,2,0,2,NO
684,23754,23754.0,1665,7512,7512.0,1631,31266,31266.0,1688,24006,24006.0,1665,1,0,1,NO
180,30127,7531.75,1665,10984,2746.0,1631,41111,10277.75,1688,30251,7562.75,1665,0,0,0,NO
196,31209,15604.5,1665,11286,5643.0,1631,42495,21247.5,1688,31109,15554.5,1665,2,1,1,YES
482,36675,2821.153846153846,1665,12493,961.0,1631,49168,3782.153846153846,1688,36006,2769.6923076923076,1665,13,5,3,YES
40,40047,40047.0,1665,14367,14367.0,1631,54414,54414.0,1688,38978,38978.0,1665,1,1,1,YES
259,40482,8096.4,1665,14462,2892.4,1631,54944,10988.8,1688,39318,7863.6,1665,5,3,1,YES
379,41697,10424.25,1665,14782,3695.5,1631,56479,14119.75,1688,40273,10068.25,1665,4,1,3,YES
510,42574,5321.75,1665,15039,1879.875,1631,57613,7201.625,1688,41037,5129.625,1665,8,1,3,YES
32,43837,43837.0,1665,15827,15827.0,1631,59664,59664.0,1688,41926,41926.0,1665,1,0,1,NO
66,43912,21956.0,1665,15836,7918.0,1631,59748,29874.0,1688,41998,20999.0,1665,2,0,1,NO
187,46566,9313.2,1665,16812,3362.4,1631,63378,12675.6,1688,44070,8814.0,1665,5,2,2,YES
576,48218,16072.666666666666,1665,17137,5712.333333333333,1631,65355,21785.0,1688,45565,15188.333333333334,1665,3,0,2,NO
158,50279,16759.666666666668,1665,18307,6102.333333333333,1631,68586,22862.0,1688,46980,15660.0,1665,3,1,1,YES
46,51479,6434.875,1665,19183,2397.875,1631,70662,8832.75,1688,48420,6052.5,1665,8,3,2,YES
27,51643,25821.5,1665,19250,9625.0,1631,70893,35446.5,1688,48627,24313.5,1665,2,0,1,NO
788,52485,7497.857142857143,1665,19304,2757.714285714286,1631,71789,10255.57142857143,1688,49415,7059.285714285715,1665,7,4,3,YES
60,52948,52948.0,1665,20256,20256.0,1631,73204,73204.0,1688,50550,50550.0,1665,1,0,1,NO
62,53190,10638.0,1665,20446,4089.2,1631,73636,14727.2,1688,50868,10173.6,1665,5,2,1,YES
88,53369,26684.5,1665,20506,10253.0,1631,73875,36937.5,1688,51045,25522.5,1665,2,0,1,NO
52,53585,26792.5,1665,20574,10287.0,1631,74159,37079.5,1688,51199,25599.5,1665,2,0,1,NO
163,54965,27482.5,1665,21077,10538.5,1631,76042,38021.0,1688,52342,26171.0,1665,2,1,2,YES
91,55297,55297.0,1665,21149,21149.0,1631,76446,76446.0,1688,52602,52602.0,1665,1,0,1,NO
147,56353,56353.0,1665,21348,21348.0,1631,77701,77701.0,1688,53511,53511.0,1665,0,0,0,NO
58,56638,56638.0,1665,21408,21408.0,1631,78046,78046.0,1688,53760,53760.0,1665,1,0,1,NO
44,56690,56690.0,1665,21426,21426.0,1631,78116,78116.0,1688,53818,53818.0,1665,1,0,1,NO
139,73840,73840.0,1665,24929,24929.0,1631,98769,98769.0,1688,70255,70255.0,1665,1,1,1,YES
282,74331,74331.0,1665,24972,24972.0,1631,99303,99303.0,1688,70703,70703.0,1665,1,1,1,YES
582,75975,12662.5,1665,25822,4303.666666666667,1631,101797,16966.166666666668,1688,71947,11991.166666666666,1665,6,3,3,YES
800,78990,19747.5,1665,26979,6744.75,1631,105969,26492.25,1688,74399,18599.75,1665,4,2,2,YES
216,82404,27468.0,1665,28633,9544.333333333334,1631,111037,37012.333333333336,1688,77081,25693.666666666668,1665,3,2,1,YES
55,83485,83485.0,1665,29420,29420.0,1631,112905,112905.0,1688,78307,78307.0,1665,1,0,1,NO
184,84455,28151.666666666668,1665,29637,9879.0,1631,114092,38030.666666666664,1688,79098,26366.0,1665,3,2,2,YES
65,84657,84657.0,1665,29721,29721.0,1631,114378,114378.0,1688,79234,79234.0,1665,1,1,1,YES
150,87375,43687.5,1665,30322,15161.0,1631,117697,58848.5,1688,81451,40725.5,1665,2,1,1,YES
81,88011,22002.75,1665,30552,7638.0,1631,118563,29640.75,1688,81919,20479.75,1665,0,0,0,NO
84,88261,29420.333333333332,1665,30653,10217.666666666666,1631,118914,39638.0,1688,82092,27364.0,1665,0,0,0,NO
905,91318,10146.444444444445,1665,31990,3554.4444444444443,1631,123308,13700.888888888889,1688,84004,9333.777777777777,1665,9,6,3,YES
312,95360,19072.0,1665,34241,6848.2,1631,129601,25920.2,1688,87063,17412.6,1665,5,3,3,YES
171,97055,97055.0,1665,34714,34714.0,1631,131769,131769.0,1688,88331,88331.0,1665,1,1,1,YES
153,97652,16275.333333333334,1665,35021,5836.833333333333,1631,132673,22112.166666666668,1688,88855,14809.166666666666,1665,6,5,3,YES
84,98154,98154.0,1665,35269,35269.0,1631,133423,133423.0,1688,89215,89215.0,1665,1,0,1,NO
169,98647,49323.5,1665,35374,17687.0,1631,134021,67010.5,1688,89641,44820.5,1665,2,2,2,YES
189,99735,33245.0,1665,35776,11925.333333333334,1631,135511,45170.333333333336,1688,90481,30160.333333333332,1665,3,3,2,YES
127,105260,21052.0,1665,38249,7649.8,1631,143509,28701.8,1688,95487,19097.4,1665,5,4,2,YES
79,105469,105469.0,1665,38344,38344.0,1631,143813,143813.0,1688,95613,95613.0,1665,1,1,1,YES
90,107100,107100.0,1665,38958,38958.0,1631,146058,146058.0,1688,96994,96994.0,1665,1,1,1,YES
85,108154,54077.0,1665,39157,19578.5,1631,147311,73655.5,1688,97929,48964.5,1665,0,0,0,NO
123,114976,38325.333333333336,1665,40021,13340.333333333334,1631,154997,51665.666666666664,1688,104485,34828.333333333336,1665,3,1,3,YES
